c_articolo	d_articolo	a_p	lt	scrt	giac_d01	giac_d20	giac_d32	giac_d48	giac_d60	giac_d81	disp_d01	ord_mpp	ord_mp	ord_mc	dom_mc	dom_ms	dom_msa	dom_mss	off_mc	off_ms	off_msa	off_mss
0P9A00CV	LCD-PC LP A190EU-T 19"/TOUCH 0MCP/0RAM	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A00DF	PANEL-PC RT210 7" TOUCH CAP.  /IMX6-DL/2GBRAM/4GBeMMC/WLAN	A	#EMPTY	0.00	2.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A00IG	LC-275 IPO-1502-RLAQ-15"/Touch ATOM N270/1,6G 0RAM	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A00PF	HS-2510W 9,7"/TOUCH/4GBRAM/SSD64GB/3"AUTO CUT PRINTER	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A00SU	PANEL PC T D2S KDS 15,6" IP552GB/8GB WIFI/BT VESA	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A01AO	MRT 190 18,5"/T/N2930/0RAM   /0SSD (BLACK) WT19M-FB AOPEN	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A01CL	PT6300 15"/T CORE 0MCP/0RAM  (BLACK)	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A01DF	PANEL-PC RT210 10,1" TOUCH CAP/IMX6-DL/2GBRAM/4GBeMMC/WLAN	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A01LS	PANEL PC AP-310 10,1" ANDROID2GBRAM/8GBEMMC/WLAN/STAND	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A01PF	HS-3510W 9,7"/TOUCH/4GBRAM/SSD64GB/3"AUTO CUT PRINTER	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A02LS	PANEL PC AT-315 15" ANDROID  2GBRAM/8GBEMMC/WLAN	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A02VL	SPC-2132 21,5" PCAP/I3-6100U/8GBRAM/128GB SSD/WIFI	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A03AO	MRT 190 CORE 18,5"/T/I3-5010U/0 RAM (BLACK) WT19M-FW AOPEN	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A06AO	MRT 190 18,5"/T/J3455/0 RAM  /0SSD (BLACK) WT19M-FP AOPEN	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A0CPF	MYPOS SMART3 9,7"/T/8GB/128GB/3"AUTO CUT/WIN. 10 IOT ENTRY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A10AO	MRT 220 CORE 22" I5-7300U    WT22M-FKB AOPEN	A	#EMPTY	0.00	0.00	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A11IT	NUC CELERON J4005 INTEL	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A13IT	NUC INTEL 11 ENTHUSIAST KIT  NUC11PHKI7C CORD, SINGLE PACK	A	30	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A1BAO	MRT190 18,5"/T/N2930/4GBRAM	P	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9A8BAO	MRT190-CORE 18,5"/T/I3-7130U/8GB	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
0P9AA0ED	TABLET RUGGED AT-2060 12,2"  IPS 8GB 128GB N5105 WIFI	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA0HG	TABLET 10,1" RK3562 4GB 64GB ANDR. 13 WR1072S	A	20	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA0SU	TABLET AT1850 10,1" 3GB RAM/ 32GB/WIFI/BT/ ANDROID	A	60	5.00	28.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA1FI	TABLET AT-1450A/T/ANDR. 10,1"Z8300/2GB/32G/WIFI+BT/WEBCAM	A	#EMPTY	0.00	10.00	#EMPTY	0.00	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA1GL	F3APL LITE 8"/T/J3355/4G/    64GB/WIFI SSD 128GB - GL	A	#EMPTY	0.00	97.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA1MM	TABLET AT2050 11.6" 4GB RAM/ 64GB SSD/WIFI/BT NFC	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA1SU	TABLET AT1850 10,1" 4GB RAM/ 64GB/WIFI/4G/BT/GPS/ ANDROID	A	60	5.00	66.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA2MM	TABLET AT2050 11.6" 8GB RAM/ 128GB SSD/WIFI/BT NFC	A	30	5.00	20.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	0.00	0.00	0.00	6.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AA3FI	TABLET AT-1450A/T/ANDR. 10,1"Z8300/2GB/32G/WIFI+BT/REARCAM	A	#EMPTY	0.00	9.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AABMM	TABLET AT2050 11.6" 8GB/128GBSSD/WIFI/BT/NFC/LTE/IOT ENTRY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	0.00	0.00	6.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AC0GL	TABLET RUGGED AT-2055 10,1"  IPS 128GB N4120 WIFI 2D HAND	A	60	0.00	13.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AC0LE	TABLET TAB K11 LENOVO	A	90	200.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	-120.00	0.00	0.00	0.00	0.00	150.00	150.00	600.00	0.00	260.00	0.00	520.00
0P9AC1GL	TABLET RUGGED AT-2055 10,1"  IPS 128GB N4120 WIFI 4G HAND	A	60	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	1.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AC2GL	TABLET RUGGED AT-2055 10,1"  IPS 128GB N4120 WIFI HAND	A	#EMPTY	0.00	16.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AC3GL	TABLET RUGGED AT-2055 10,1"  IPS 128GB N4120 WIFI NFC HAND	A	40	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9AC4GL	TABLET RUGGED AT-2055 10,1"  IPS 128GB N4120 WIFI NFC 2D	A	40	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9B00AO	ALL IN ONE 15,6"/T/N2930/4GB (BLACK) AT15M-FB AOPEN	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9B00EC	LIVA P200 N100 WIFI	A	20	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
0P9B4BAO	MICRO PC CHROMEBOX CORE      I3-1215U/8GB/128GB/WIFI+BT	A	30	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9BA0FI	ST-1120W 10,1"/T/RK3288/2GB/ 16GB EMMC/WIFI/130W/ANDROID	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9BA1FI	ST-1120W 10,1"/T/RK3288/2GB/ 16GB EMMC/130W/ANDROID	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9BB1FI	ST-1130W 10,1"/T/RK3568/4GB/ 64GB EMMC/130W/AND+NUBIS/ORA	A	120	5.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9BB2FI	ST-1130W 10,1"/T/RK3568/4GB/ 64GB EMMC/130W/WIFI/AND+NUBIS	A	120	5.00	3.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9C00AO	MRT 220 21,5"/T/N2930/0RAM   /0SSD (BLACK) WT22M-FB AOPEN	A	#EMPTY	0.00	6.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	4.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9C00GB	ALL IN ONE 19,5" IPS MultiTouch M200S WHITE	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9C0BAO	MRT220 21,5"/T/N2930/8GBRAM	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	4.00	2.00	#EMPTY	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9CV5FI	MP-3435 15"/T-ABON/ATOM-D525/0RAM (CHARCOAL+SILVER RIM)	A	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DM0FI	PP-9635A PANEL PC 15"/T J1900	A	#EMPTY	0.00	2.00	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DP0FI	PP-9635B PANEL PC 15"/T J1900 (TRUEFLAT)	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DQ1FI	BP-363 BOX PC J1900	A	60	5.00	20.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DQGFI	BP363 J1900/8GBRAM	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DQHFI	BP XC373DL J6412/8/128/2ND   IO-2/GALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DQIFI	BP XC373 J6412/8/128/2ND IO-1/CAVI RJ-DB9/GALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DR2FI	PP-9635C PANEL PC 15"/T J1900 CAPACITIVE TOUCH	A	90	100.00	13.00	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DRAFI	PP-9635C 15"/T J1900/4GBRAM  BLACK	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	2.00	0.00	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DRFFI	PP-9635C 15"/T J1900/8GBRAM  BLACK	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DSAFI	RT910C 15"/T G1820TE/4GB     (PP9645C)	P	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DSHFI	RT910C 15"/T i5-4570TE/8GB   (PP9645C)	P	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DT0FI	BP-864 BOX PC H81/ I/O TYPEC	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DT1FI	BP XC373DL J6412/8/128/130W/ 2ND IO-2/GALAXY GREY	A	120	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DTDFI	BP864 I5-4590T/4GBRAM        (BP800)	P	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DU0FI	PP-8632 PANEL PC 22"/T J1900 CAPACITIVE TOUCH	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DU1FI	PP-8632 PANEL PC 22"/T J1900 CAPACITIVE TOUCH	A	90	50.00	2.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DUDFI	PP8632  22"/T J1900/4GBRAM	P	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DUEFI	PP8632  22"/T J1900/8GBRAM	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9DZBFI	PP-9732W 21,5"/T/CEL J6412   8GB	P	#EMPTY	0.00	0.00	#EMPTY	1.00	#EMPTY	0.00	6.00	#EMPTY	49.00	77.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EE0FI	PP-1635-PCTGG 15"/T J1900/4GB/SSD64GB/PCAP T/W10 IOT/CORIS	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EF1FI	PP-8102-PCT PANEL PC 22"/T IMX6/2GB PCAP ANDROID FOR KIOSK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EF6FI	PP-9732W 21,5"/T/CEL J6412   GALAXY GREY	A	90	50.00	81.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	49.00	78.00	20.00	0.00	0.00	0.00	0.00	0.00	130.00	0.00	300.00
0P9EFDFI	PP-9745W/T/15,6" I5-12500TE  16 GB GALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EFEFI	PP-9745W/T/15,6" I5-12400    8 GB GALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	0.00	3.00	#EMPTY	2.00	15.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EFFFI	PP-9745W/T/15,6" I5-12400    16 GB GALAXY GREY	P	#EMPTY	0.00	3.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	3.00	#EMPTY	2.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EFGFI	PP-9745 15"/T/I3-12100TE/8GB GALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EFIFI	PP-9755W/T/15,6" I5-12400    16 GB GALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EFLFI	PP-9745W/T/15,6" I3-12100    8GB GALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	35.00	35.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EG0FI	AP-3617-FR5-350LED 17" TOUCH/CELERON G540/4GB RAM	A	#EMPTY	0.00	1.00	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EG1FI	PP-9742W 21,5"/T/GALAXY GREY	A	120	30.00	48.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	17.00	6.00	19.00	0.00	0.00	0.00	0.00	0.00	75.00	0.00	75.00
0P9EG2FI	PP-9745W 15,6"/T/GALAXY GREY	A	120	30.00	27.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	143.00	0.00	0.00	35.00	35.00	0.00	0.00	0.00	0.00	75.00	76.00	0.00
0P9EG3FI	PP-9745 15"/T/GALAXY GREY	A	90	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00
0P9EH3FI	XP-3685W 15,6" SILV/I5-7300U/WIDE XPOS	A	90	5.00	3.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EH5FI	XP-3685 15"/SILVER/CEL. 3965USILVER XPOS	A	#EMPTY	0.00	11.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EH6FI	XP-3685 15" SILVER/I5-7300U  XPOS	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EHBFI	XPOS XP-3685 15"/T/CEL.3965U/4GB SILVER	P	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EHCFI	XPOS XP-3685W 15,6"/I3-7100U/4GB/T/WIDE SILVER	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EHEFI	XPOS XP-3685 15"/T/I3-7100U  4GB SILVER	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EHPFI	XPOS XP-3685W 15,6"/I5-7300U /16GB/T/WIDE SILVER	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EHSFI	XPOS XP-3685W 15,6"/I3-7020U/8GB/IO1 24V SILVER	P	#EMPTY	0.00	3.00	#EMPTY	#EMPTY	#EMPTY	1.00	0.00	#EMPTY	1.00	0.00	1.00	12.00	9.00	3.00	0.00	0.00	0.00	0.00	0.00
0P9EHTFI	PP-9742W 21,5"/T/I5-12400/8GBGALAXY GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	0.00	1.00	#EMPTY	10.00	5.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EHUFI	XPOS XP-3685 15"/T/I5-7200U/ 8GB SILVER	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	2.00	2.00	#EMPTY	0.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EI0FI	PP-9745W 15,6"/T/I5-12400    GALAXY GREY	A	90	30.00	39.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	38.00	4.00	20.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EIBFI	XPOS PLUS XP3765W 15,6"/T/CORE I3-12100/8GB/IO1 24V GREY	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EIDFI	XPOS PLUS XP3765W 15,6"/T/CORE I5-12400/16GB/IO1-24V GREY	P	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	0.00	2.00	#EMPTY	1.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EN0FI	XPOS XP-3125W 15,6"/RK3288/2GB/16GEMMC/WIFI/90W/ANDR.BLACK	A	#EMPTY	0.00	3.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9ENAFI	XPOS XP-3125W 15,6"/RK3288/2GB/16GEMMC/WIFI/90W/ANDR.BLACK	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EO0FI	XP-3682W 22"  BLACK/I5-7300U/P-CAP/AG/WIDE XPOS	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0P9EP7FI	XP3685W 15,6"/IO1/24V/CORE I37020U/SILVER/XPOS	A	90	5.00	24.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	3.00	0.00	0.00	0.00	9.00	9.00	3.00	0.00	0.00	0.00	0.00	0.00
